,importe,fecha,agente
625,0.00011897731402818252,2020-08-09,854
626,0.00019828588057362221,2020-08-10,3348
627,2.087397472960124e-05,2020-08-09,3494
628,0.0004945786258680928,2020-08-12,3349
629,5.332725853201579e-05,2020-08-09,3492
630,7.268017865924235e-05,2020-08-09,3348
631,0.00011558666845548597,2020-08-16,3349
632,0.000201194227127928,2020-08-18,854
633,7.907940248818703e-05,2020-08-19,3492
634,0.0004390300471604132,2020-08-20,3349
635,0.0003439001915821142,2020-08-26,3349
636,3.5933698173534194e-05,2020-08-20,3494
637,5.2820654141554955e-05,2020-08-25,3494
638,0.00015372994963893974,2020-08-22,3349
639,0.0001924047151314993,2020-08-24,3348
640,6.665417412949274e-05,2020-08-20,3492
641,3.563748863489548e-05,2020-08-24,3492
642,3.507477977139624e-05,2020-08-28,3494
643,0.00026088749659295546,2020-08-31,854
644,0.00028413360587022617,2020-08-31,3348
645,0.00014557670898711724,2020-08-31,3492
646,5.3662537237747306e-05,2020-08-31,3494
647,3.363896736121532e-05,2020-08-29,3494
648,1.3412820570183885e-05,2020-08-30,3492
649,0.0005600347308561916,2020-09-05,3349
650,0.0004144569671657191,2020-09-07,854
651,0.0003753717250805346,2020-09-08,3492
652,0.0004118910749934748,2020-09-11,854
653,0.0001887201582064636,2020-09-12,854
654,0.00011098636842010325,2020-09-11,3348
655,0.00012827148926842973,2020-09-16,3348
656,6.373655685581062e-05,2020-09-16,3494
657,0.00037443955814595384,2020-09-18,3349
658,4.995017225848674e-05,2020-09-17,3494
659,1.5879810705416283e-05,2020-09-20,3494
660,3.569370596529682e-06,2020-09-20,3492
661,0.000403509532104262,2020-09-23,3349
662,0.00010131864762028452,2020-09-22,3348
663,9.549637525404029e-05,2020-09-28,3348
664,0.000833508341160524,2020-10-01,3349
665,0.0005741778965648125,2020-09-30,3348
666,4.3876303895144344e-05,2020-10-03,3494
667,9.850215875159196e-05,2020-10-07,3494
668,0.0006977820115891447,2020-10-08,3492
669,0.0006058285695813807,2020-10-09,3349
670,0.0004800493156142938,2020-10-09,3492
671,3.079380656648351e-05,2020-10-11,3348
672,0.0005295790100658485,2020-10-13,3349
673,7.775625455743873e-05,2020-10-16,3348
674,0.0001142509461625557,2020-10-15,3492
675,8.593379647742718e-05,2020-10-13,3494
676,5.634824494232957e-05,2020-10-16,3492
677,0.0003224084192322417,2020-10-20,854
678,0.00027151103307476807,2020-10-21,854
679,1.5622270203219998e-05,2020-10-18,3348
680,8.605805448596036e-05,2020-10-21,3494
681,9.941191631779984e-05,2020-10-23,3348
682,8.629381762101611e-05,2020-10-20,3492
683,0.00023788976380001152,2020-10-26,854
684,0.00032189262620048665,2020-10-28,3349
685,0.0003701114700699477,2020-10-30,3349
686,0.00011850573030341355,2020-10-25,3349
687,0.0001146723022049666,2020-10-30,3348
688,7.373165634595608e-05,2020-10-27,3494
689,7.017565216510089e-05,2020-10-28,3494
690,0.00010832826973039669,2020-11-02,3494
691,0.00019400992849538364,2020-11-03,854
692,3.698274224511283e-05,2020-11-01,3492
693,0.00017732979698261244,2020-11-06,854
694,0.000860921341264406,2020-11-05,3349
695,0.0005940089728192344,2020-11-05,3492
696,0.0002661015498511127,2020-11-08,3349
697,0.0004705833530001053,2020-11-13,3349
698,9.90047782511655e-05,2020-11-17,3348
699,0.00010242196787562215,2020-11-13,3492
700,7.420853821092639e-05,2020-11-19,3492
701,4.478750808754972e-05,2020-11-19,3494
702,0.0002504950263279489,2020-11-23,3349
703,0.00036322587614973876,2020-11-26,3349
704,0.00018493246606733033,2020-11-29,3349
705,0.0006784179185829885,2020-12-03,3349
706,6.799943389556624e-05,2020-12-03,3494
707,0.0004126747236903975,2020-12-01,854
708,0.00043743395472340524,2020-12-01,3492
709,0.0002911170266045711,2020-12-02,3348
710,0.0008605571956971903,2020-12-04,3349
711,0.0002398771327142826,2020-12-05,854
712,0.0002820261341503296,2020-12-06,3349
713,0.0007870111671417743,2020-12-10,3349
714,0.0003825856292773024,2020-12-09,854
715,0.0003495832164300767,2020-12-14,854
716,0.0005693315797899643,2020-12-21,3349
717,0.00012164932700476176,2020-12-17,3348
718,0.00017149150092278485,2020-12-18,3348
719,0.0001485564880962988,2020-12-19,854
720,0.00037559749726104335,2020-12-28,854
721,0.00020122059060790742,2020-12-27,3349
722,5.57720568057929e-06,2020-12-25,3492
723,0.0001051639216379345,2021-01-03,854
724,0.00014223366254619861,2021-01-03,3348
725,0.00027285920045690094,2020-12-30,854
726,0.00010993370880900688,2021-01-01,3348
727,0.0003911650460069088,2021-01-02,3349
728,3.2991695501651933e-05,2021-01-03,3492
729,0.0009851189752123164,2021-01-07,3349
730,7.463991393521306e-05,2021-01-16,3348
731,4.2978546144543544e-05,2021-01-16,3492
732,0.0003706134493604806,2021-01-22,3349
733,0.0003918570873563688,2021-02-01,854
734,0.0005213625118361302,2021-01-30,3349
735,0.0005697791700393752,2021-01-29,3349
736,0.0007130433372703517,2021-02-03,3349
737,0.00032655588012486136,2021-02-02,3492
738,0.00046370745455334776,2021-02-09,854
739,0.0001438023306440156,2021-02-14,3349
740,3.161303816396065e-05,2021-02-14,3348
741,6.836003779353827e-05,2021-02-18,3492
742,0.00022331859372432745,2021-02-26,3348
743,0.00015665761532182633,2021-02-25,3348
744,0.00035104241904171195,2021-03-03,3492
745,3.1690347509516765e-05,2021-02-28,3492
746,0.0007667751791886957,2021-03-01,3349
747,0.0006081485865988511,2021-03-01,3348
748,3.0481337359775295e-07,2021-03-02,854
749,0.0005160644188296823,2021-03-06,3349
750,0.0004872993054398691,2021-03-08,3492
751,0.00011766817682605343,2021-03-13,3348
752,0.00038051662345059515,2021-03-17,3349
753,0.0001319932624478542,2021-03-23,3348
754,7.381494097589109e-05,2021-03-20,3348
755,7.748028342190066e-05,2021-03-24,3348
756,0.00041751568692233903,2021-03-26,3349
757,0.0005440034840372976,2021-03-31,3349
758,0.00036435114818814145,2021-04-01,3492
759,0.00011531328893539107,2021-03-29,3348
760,0.0004441266877220866,2021-04-07,3348
761,2.6679480595618813e-05,2021-04-04,3492
762,0.00011011068556969069,2021-04-11,3348
763,0.0008825774277788422,2021-04-09,3492
764,0.00015580477480166995,2021-04-10,3348
765,0.000764375257106322,2021-04-12,3349
766,5.423076995617374e-05,2021-04-24,3348
767,0.0006059535047340914,2021-04-20,3349
768,5.209721587372909e-05,2021-04-23,3492
769,0.00015695941437785795,2021-04-26,3348
770,0.0004127708186570006,2021-04-27,3349
771,0.0005313210599043521,2021-05-01,3349
772,3.383806006112845e-05,2021-04-26,854
773,7.100626183671299e-05,2021-04-26,3492
774,8.049580137999269e-05,2021-04-27,854
775,0.0004016776991036709,2021-05-05,3348
776,0.00011943579809104392,2021-05-03,854
777,0.00012325320249590745,2021-05-04,854
778,0.0005088337973795372,2021-05-03,3492
779,0.0005356152312648709,2021-05-04,3492
780,0.0008469534594560253,2021-05-06,3492
781,0.0006970403396753742,2021-05-12,3349
782,0.0008048497630693607,2021-05-11,3349
783,0.0006038663350278093,2021-05-13,3349
784,0.00012769019587518472,2021-05-13,854
785,0.0001267650835517628,2021-05-13,3492
786,0.00012599344903411154,2021-05-19,3348
787,0.00018212953649780528,2021-05-17,3348
788,6.374787542333603e-05,2021-05-20,3348
789,0.0005974506586473021,2021-05-18,3349
790,0.00014217230507590405,2021-05-18,3348
791,0.00018777511732470109,2021-05-30,3348
792,1.9325284436974156e-05,2021-05-30,3492
793,2.2341393357257498e-05,2021-05-25,854
794,6.448949603830525e-05,2021-05-28,854
795,0.0007934193005465339,2021-06-07,3492
796,0.0008810852954406574,2021-06-04,3492
797,0.0006495618934574586,2021-06-05,3349
798,0.0008634665436040981,2021-06-09,3349
799,0.0001382580793134106,2021-06-17,3348
800,6.092754735235197e-05,2021-06-16,3492
801,5.146295749408705e-06,2021-06-13,3492
802,0.0005317480013602517,2021-06-18,3349
803,0.00012600164658256404,2021-06-20,3349
804,0.0005690107365669269,2021-06-23,3349
805,1.758665520254324e-05,2021-06-20,854
806,0.00048180614361148456,2021-06-25,3349
807,0.00010132247451086372,2021-06-22,854
808,4.917669919179581e-05,2021-06-22,3492
809,1.128573629256295e-05,2021-06-21,3492
810,7.40467417915321e-05,2021-06-23,3492
811,0.00014890532404924578,2021-06-29,3348
812,0.0007485006583591207,2021-07-01,3492
813,5.123524211498393e-05,2021-07-03,854
814,0.0014345998337385124,2021-07-07,3349
815,0.0005492879992770094,2021-07-09,3349
816,0.00027533940721530796,2021-07-09,3492
817,0.0001741928814371494,2021-07-08,854
818,0.00030662161940949253,2021-07-11,3349
819,7.626797988911381e-05,2021-07-10,3348
820,0.0003933199383387546,2021-07-12,3492
821,0.0001594281384125753,2021-07-14,854
822,0.00018727744302957577,2021-07-13,854
823,0.00010421039798638408,2021-07-15,3492
824,0.00012618019719047265,2021-07-20,3348
825,9.030727783675403e-05,2021-07-16,3348
826,2.8033768950726367e-05,2021-07-17,3492
827,5.472003124788098e-05,2021-07-24,3348
828,9.254561895469912e-05,2021-07-28,854
829,0.0006175372296077232,2021-07-26,3349
830,0.0001319711670281454,2021-07-29,3348
831,0.0010470577717313792,2021-08-03,3349
832,0.0004590002539718498,2021-07-31,3348
833,0.0005649400371486651,2021-07-31,3349
834,0.00048511462902397123,2021-08-02,3492
835,0.0010605094439617383,2021-08-04,3349
836,0.0001483142387408029,2021-08-04,854
837,0.0004889825442805761,2021-08-04,3492
838,0.000993672631735847,2021-08-09,3492
839,0.00031756078100027117,2021-08-10,3348
840,0.000259015451487978,2021-08-14,3349
841,3.882269892388248e-05,2021-08-14,854
842,0.00037755575307958373,2021-08-16,3349
843,9.089845137913517e-05,2021-08-16,3348
844,1.5252159611385529e-05,2021-08-16,3492
845,0.0004895838093231549,2021-08-26,3349
846,0.0004948609375354752,2021-08-27,3349
847,5.818089667178986e-05,2021-08-21,854
848,0.0006985040422178621,2021-08-31,3348
849,3.652707756437252e-05,2021-08-28,3348
850,0.001584648329003921,2021-09-01,3349
851,0.00013973640611818162,2021-09-01,854
852,0.0009434702848297829,2021-09-03,3349
853,0.00010253189710296788,2021-09-05,3492
854,6.376878686671013e-05,2021-09-12,3348
855,0.000282658822786651,2021-09-13,3348
856,0.0008379441136283297,2021-09-13,3349
857,0.00019937433854023859,2021-09-14,3348
858,0.00010868832370521845,2021-09-17,3492
859,2.4767061282042693e-06,2021-09-19,3492
860,3.691571317934322e-05,2021-09-25,3348
861,0.000270607478559617,2021-09-30,3492
862,6.633796831809565e-05,2021-09-27,3492
863,0.0001429165275660767,2021-09-28,3348
864,6.11953660823827e-05,2021-09-28,3492
865,0.0010238719467534792,2021-10-07,854
866,0.0003476256254440016,2021-10-09,854
867,0.0002017998648803321,2021-10-13,3348
868,0.00017952434944374236,2021-10-18,3348
869,0.00010437895353584158,2021-10-22,3348
870,6.0989965681858055e-05,2021-10-22,3492
871,0.00020652022052644305,2021-10-23,854
872,0.0004884288537463507,2021-10-21,854
873,4.439582942768413e-05,2021-10-23,3492
874,0.00010285823955750774,2021-10-25,3348
875,0.00012671994060659255,2021-10-28,3492
876,0.0002974113792679812,2021-10-30,3492
877,0.0005386310262364901,2021-11-01,3348
878,0.0006232654528035614,2021-11-03,854
879,0.0011559299318729952,2021-11-05,3492
880,0.0011238317363214338,2021-11-09,3349
881,0.0002504452829062754,2021-11-11,3492
882,5.399147541163445e-05,2021-11-14,3348
883,0.0002652274777830619,2021-11-14,3349
884,6.837212789503568e-05,2021-11-14,854
885,0.0002395831721150942,2021-11-15,854
886,6.577651319730091e-05,2021-11-20,854
887,3.5541931279730324e-05,2021-11-20,3348
888,0.0007083522383566154,2021-11-17,3349
889,0.0002619975267315071,2021-11-23,854
890,0.0006855165379575518,2021-11-25,3349
891,0.0011969107672649196,2021-12-03,3349
892,0.0003343555632820624,2021-12-03,3348
893,0.000687116077674009,2021-12-04,3349
894,0.0011392546265514532,2021-12-06,3492
895,0.00012251141977672603,2021-12-05,3348
896,0.00012615820436836654,2021-12-11,3348
897,0.0001566032344885126,2021-12-14,3492
898,0.0003488735447085757,2021-12-16,854
899,0.00043832325227569075,2021-12-20,3348
900,0.00029134470504853726,2021-12-20,854
901,0.0005169932123550877,2021-12-18,3349
902,0.00014162455494287258,2021-12-18,854
903,0.0002751944224390855,2021-12-22,3348
904,2.7614023690677207e-05,2021-12-25,854
905,3.711544198439284e-05,2021-12-25,3348
906,0.00012567508662110653,2021-12-27,3492
907,0.0004927428408078472,2021-12-31,3349
908,0.0006189103425709668,2022-01-02,3349
909,0.0003459890582527444,2022-01-05,854
910,0.00035976087809439476,2022-01-12,3348
911,0.0004812559496035578,2022-01-11,3492
912,0.000892857188421471,2022-01-13,3349
913,0.0007410389953155942,2022-01-14,3349
914,0.00021925455494243036,2022-01-14,854
915,0.0001937398177349095,2022-01-17,854
916,0.0008698636334029074,2022-01-18,3349
917,0.0002231565900577758,2022-01-23,3349
918,7.288205380613961e-05,2022-01-25,3492
919,5.0797936249263536e-05,2022-01-23,3348
920,4.040190995134876e-05,2022-01-22,3492
921,0.00020171181561772958,2022-01-28,854
922,0.0004861524386580586,2022-01-29,3348
923,0.00011407882021652564,2022-01-29,854
924,0.0007033664832319443,2022-02-04,3348
925,0.0006518348838377739,2022-02-09,3348
926,0.00023807636421582483,2022-02-17,854
927,0.00023147526113607877,2022-02-17,3348
928,0.0002511858919088824,2022-02-23,3348
929,0.0009736858348920601,2022-02-11,3349
930,0.0008854174053426877,2022-02-16,3349
931,0.0013453861375926517,2022-03-02,3349
932,0.00021862418501192912,2022-03-02,854
933,9.52141189893633e-05,2022-02-13,854
934,0.0015096842107482076,2022-03-07,3349
935,0.0001321085801012916,2022-02-06,854
936,0.000466648494859717,2022-02-27,3349
937,3.832513953807213e-05,2022-02-27,854
938,0.0006187976185849246,2022-02-28,3349
939,0.0007219022380774113,2022-03-04,3492
940,0.0012789071755450769,2022-03-08,3492
941,0.000511712404992736,2022-03-02,3492
942,0.00028614648054851844,2022-02-20,3349
943,7.689304141965344e-05,2022-02-26,854
944,0.000836030200493659,2022-03-10,3348
945,0.0005650599142395647,2022-03-11,3348
946,0.00026965970447771965,2022-03-11,854
947,0.0008071232048791276,2022-03-16,3349
948,6.644625803575088e-05,2022-03-20,3348
949,0.00026351564499049366,2022-03-23,854
950,0.0008631927352260241,2022-03-29,3349
951,0.00021889764661010616,2022-04-01,854
952,0.0003088991712792221,2022-03-28,3348
953,0.0003527210738215322,2022-03-15,854
954,0.0005693727193766786,2022-04-03,3349
955,0.0009310249227175427,2022-03-14,3349
956,0.0008398648289840569,2022-04-01,3492
957,0.0005755823859269014,2022-04-10,3349
958,0.0006012816818579426,2022-03-18,3349
959,0.00010132592384226514,2022-03-25,3492
960,0.0004375881117253055,2022-03-11,3492
961,0.00023845258346892164,2022-03-25,3348
962,0.0001141039237979444,2022-03-17,3492
963,0.0003607427946065052,2022-04-15,3349
964,0.0005247135732017685,2022-04-20,3348
965,0.001169455622117817,2022-04-19,3349
966,9.35497252763128e-05,2022-04-18,3492
967,0.0008633596430579829,2022-05-13,3349
968,0.00010429928649737636,2022-05-14,3492
969,0.00020131024449701555,2022-05-12,3492
970,0.00044062249122667045,2022-05-06,3348
971,0.0007470109883633998,2022-05-07,3349
972,0.00022030381652092665,2022-05-07,3348
973,0.0008216831733485533,2022-04-30,3348
974,0.0008518812920781387,2022-04-30,3349
975,0.00011783745055872954,2022-04-28,3492
976,0.0003996777045284166,2022-04-26,3348
977,0.0003192666692877413,2022-04-25,854
978,2.135679904771762e-06,2019-05-07,854
979,2.6287968143869535e-07,2019-05-19,854
980,1.7362859051861713e-06,2019-06-09,854
981,7.056027005795144e-06,2019-06-10,854
982,1.8443150249306372e-07,2019-06-16,854
983,4.120461307503743e-06,2019-06-18,854
984,1.151064870516141e-05,2019-07-02,854
985,1.1236413521060343e-05,2019-07-10,854
986,7.740449457281598e-06,2019-07-16,854
987,3.5896007918221144e-06,2019-07-22,854
988,2.814931437084168e-06,2019-08-04,854
989,1.1357400718020725e-05,2019-08-22,854
990,6.4048318139060484e-06,2019-08-30,854
991,8.709356593374818e-06,2019-09-17,854
992,1.3148738444842018e-05,2019-09-19,854
993,2.5288183233279867e-05,2019-10-01,854
994,1.3273359648888605e-05,2019-10-17,854
995,2.5554151102558616e-05,2019-10-15,854
996,1.0611505886924708e-06,2019-10-18,3348
997,3.4720916535918955e-06,2019-10-26,854
998,9.877984326709445e-06,2019-10-28,3348
999,1.8386694892466864e-05,2019-10-31,854
1000,1.3675242666314716e-05,2019-10-30,854
1001,4.8096278721371795e-06,2019-11-03,3348
1002,1.4021667575599177e-05,2019-11-08,3348
1003,2.4675380064306016e-06,2019-11-10,3348
1004,1.862505169491785e-05,2019-11-20,854
1005,1.9838721827772124e-05,2019-11-21,854
1006,6.115360885810022e-06,2019-11-18,854
1007,1.7088217581254117e-05,2019-11-19,854
1008,2.5748099558674394e-06,2019-11-20,3348
1009,1.0372254433378532e-05,2019-11-22,854
1010,2.00238058510181e-05,2019-11-27,854
1011,1.2502067807230215e-05,2019-11-26,854
1012,1.4726599287857296e-05,2019-11-29,854
1013,1.6656429414604763e-05,2019-12-03,3348
1014,2.223415834295762e-05,2019-12-04,3348
1015,2.732865051083141e-05,2019-12-05,3348
1016,3.550893794266703e-05,2019-12-07,3349
1017,2.3039309445445753e-05,2019-12-12,3348
1018,6.176638329974532e-06,2019-12-14,3348
1019,3.2509548327713107e-06,2019-12-15,3348
1020,3.951491263731491e-06,2019-12-15,854
1021,1.6751529184462058e-05,2019-12-16,3348
1022,2.5624448927948964e-06,2019-12-22,3348
1023,2.1427334899546134e-05,2019-12-20,854
1024,6.642552511220541e-06,2019-12-24,854
1025,4.1288148043122935e-06,2019-12-25,854
1026,4.507263913705324e-05,2019-12-30,3348
1027,2.7064034877955708e-05,2019-12-28,3349
1028,5.933500479239609e-06,2019-12-28,854
1029,2.3078386820346762e-05,2019-12-29,3349
1030,4.610042908926489e-05,2020-01-02,3348
1031,4.87985982986662e-05,2020-01-06,3348
1032,4.3991789808650115e-05,2020-01-07,3348
1033,6.386994605098051e-05,2020-01-16,3349
1034,2.397841197796634e-05,2020-01-19,3349
1035,1.4523913619899028e-05,2020-01-18,3349
1036,1.203185683838482e-05,2020-01-28,3348
1037,4.84124660652004e-05,2020-01-30,3349
1038,2.8731996935626706e-05,2020-01-30,854
1039,3.630069595410397e-05,2020-01-31,3349
1040,1.5106019586157106e-05,2020-02-02,3348
1041,5.192747634793689e-05,2020-02-04,3348
1042,2.6411555164081314e-05,2020-02-11,3348
1043,9.07685422946475e-05,2020-02-13,3349
1044,2.626393568142254e-05,2020-02-12,3348
1045,2.1900726394073977e-05,2020-02-14,3348
1046,7.560201885024994e-06,2020-02-15,3348
1047,7.303417527160309e-05,2020-02-18,3349
1048,1.6311209001175528e-05,2020-02-20,854
1049,3.5855488021026735e-05,2020-02-25,3349
1050,2.2752659951422864e-07,2020-02-22,3349
1051,2.9303079815455027e-05,2020-02-27,854
1052,6.742788111871775e-05,2020-03-03,3348
1053,0.00013623416513307214,2020-03-03,3349
1054,0.0002080934747370989,2020-03-04,3349
1055,0.00017540459605969698,2020-03-05,3349
1056,4.965124798728166e-06,2020-03-08,854
1057,3.252894953437605e-05,2020-03-12,3348
1058,3.978576825638437e-05,2020-03-11,3348
1059,4.4591969368592714e-05,2020-03-15,3349
1060,2.9042843048260847e-05,2020-03-18,854
1061,2.8625625793141215e-05,2020-03-18,3348
1062,8.379476573495256e-06,2020-03-22,854
1063,6.574151099917754e-05,2020-03-28,3348
1064,3.494395962019696e-05,2020-03-29,854
1065,0.00013101252375622224,2020-03-30,854
1066,0.0001296106793603299,2020-03-31,854
1067,0.00046082747008032116,2020-04-02,3348
1068,0.00020695494093257643,2020-04-02,854
1069,0.00017888616157591848,2020-04-04,3348
1070,0.00028562579771502063,2020-04-07,3348
1071,0.000541298553645881,2020-04-16,3349
1072,0.0004154475757467269,2020-04-21,3349
1073,0.00018139250404762702,2020-04-22,854
1074,0.0002921826914877806,2020-04-23,3348
1075,0.00014799020268037086,2020-04-24,854
1076,0.00038327517545306574,2020-04-22,3349
1077,6.863898220760141e-05,2020-04-18,3348
1078,6.0255561782259924e-05,2020-04-19,854
1079,0.0004001645937635503,2020-04-30,3349
1080,7.379210274953903e-05,2020-05-01,854
1081,6.764910001762045e-05,2020-05-03,854
1082,4.880664195071472e-05,2020-04-26,854
1083,2.602901179475655e-07,2020-05-02,3494
1084,4.6538272566423216e-07,2020-05-01,3494
1085,0.0004321052958391731,2020-05-07,3348
1086,0.000305646529741863,2020-05-11,854
1087,0.000561401706430844,2020-05-11,3349
1088,0.00031538493823796225,2020-05-11,3348
1089,0.00024669973991426676,2020-05-14,3494
1090,0.00036281750896382457,2020-05-21,3349
1091,0.00015477859357986798,2020-05-15,3348
1092,0.0008085671081362542,2020-05-18,3494
1093,0.00016798421213562453,2020-05-28,3348
1094,0.00020582566348376587,2020-05-27,854
1095,0.00017697298304008267,2020-05-29,3348
1096,3.380488410033242e-05,2020-05-22,3492
1097,0.00015103202871573685,2020-05-25,3349
1098,0.0002347667810089897,2020-05-31,3349
1099,0.0005020871411328499,2020-06-05,3492
1100,0.0002679360257659482,2020-06-09,854
1101,0.0004601256922183688,2020-06-10,3349
1102,0.00027501007917053066,2020-06-08,3348
1103,0.0005383422406603799,2020-06-09,3492
1104,0.000505495860299231,2020-06-11,3349
1105,0.00018339655328013848,2020-06-13,3349
1106,0.0001697399628579873,2020-06-17,854
1107,6.867452612106682e-05,2020-06-18,3492
1108,1.607704433676922e-06,2020-06-14,3492
1109,0.00010921980391042014,2020-06-20,3349
1110,5.651260630179035e-05,2020-06-23,3492
1111,0.000145060175200671,2020-06-22,3348
1112,2.1999400664407936e-05,2020-06-21,3348
1113,4.7841264172152996e-05,2020-06-20,854
1114,6.120611420723733e-05,2020-06-27,3348
1115,0.00010369250170377452,2020-06-26,3492
1116,5.1332611343812056e-05,2020-06-28,854
1117,4.309099311705853e-06,2020-06-28,3492
1118,0.00016345226672703777,2020-07-09,854
1119,0.00028699385261645306,2020-07-08,854
1120,0.000574544576292814,2020-07-08,3349
1121,5.696385107780809e-06,2020-07-14,3494
1122,6.824033306661113e-07,2020-07-12,3494
1123,0.0003445746046114852,2020-07-22,3349
1124,0.00011739991077047509,2020-07-26,3349
1125,3.677253001702344e-05,2020-07-26,3348
1126,9.991185801994395e-05,2020-07-20,3492
1127,1.1248696506050758e-05,2020-07-23,3494
1128,2.2058484571827584e-06,2020-07-26,3492
1129,0.00031709177452728094,2020-08-03,3348
1130,0.0002690030182621362,2020-08-03,854
1131,0.00021313510862008245,2020-08-04,854
1132,3.1286184773359555e-05,2020-08-04,3494
1133,3.2304788136229064e-05,2020-08-05,3494
1134,0.000667195156698938,2020-08-06,3349
1135,0.00038404365612041124,2020-08-11,854
1136,0.00047878073934840026,2020-08-11,3492
1137,5.2926194243458904e-05,2020-08-16,854
1138,0.00029788161691220324,2020-08-13,854
1139,0.00019903542993132496,2020-08-17,3349
1140,7.070599969276922e-05,2020-08-17,3348
1141,6.990351202404613e-05,2020-08-15,3348
1142,0.00010069361892097773,2020-08-19,3348
1143,7.301054088785441e-05,2020-08-15,3492
1144,0.0001114543673846353,2020-08-25,3348
1145,0.000279821603046365,2020-08-25,3349
1146,6.909671525601134e-05,2020-08-26,3492
1147,7.006976938720408e-05,2020-08-21,3492
1148,0.00013727837480561348,2020-08-27,3348
1149,0.00021778434360802973,2020-08-28,854
1150,0.0001423240756575664,2020-08-30,3349
1151,0.00041045944240962625,2020-08-31,3349
1152,0.0002910842425666173,2020-08-27,3349
1153,0.0005725443252235531,2020-09-03,3349
1154,7.731533110024856e-05,2020-09-06,3348
1155,0.00016572283375197825,2020-09-14,3348
1156,0.0006019397244138332,2020-09-15,3349
1157,0.0004790811328172754,2020-09-10,3349
1158,9.089543090571286e-05,2020-09-15,3494
1159,0.0003961603262930107,2020-09-17,854
1160,0.0003901646721860799,2020-09-21,3349
1161,5.8288400491808704e-05,2020-09-18,3494
1162,0.0001840200101841725,2020-09-19,3349
1163,0.00031138366251351614,2020-09-25,3349
1164,0.0002531856464057465,2020-09-30,854
1165,0.000477025548808948,2020-09-30,3349
1166,0.00035898755071629956,2020-10-01,3348
1167,0.0003770021651429609,2020-10-01,3492
1168,0.00031086765197484346,2020-10-02,854
1169,0.00010215064030758047,2020-10-03,3348
1170,0.00040936841950294336,2020-10-05,854
1171,9.409867374934334e-05,2020-10-06,3494
1172,0.0006601435967927627,2020-10-07,3492
1173,8.240082751032115e-05,2020-10-04,3348
1174,0.0003863743945873595,2020-10-05,3492
1175,2.2580903356762377e-05,2020-10-04,3494
1176,0.0005499161859305261,2020-10-15,3349
1177,0.0003578765787317556,2020-10-13,854
1178,1.8058409239332637e-05,2020-10-12,3492
1179,9.418866210663612e-05,2020-10-24,854
1180,0.00025055598366759314,2020-10-30,854
1181,0.0003825112254958537,2020-11-02,3492
1182,9.101149341774559e-05,2020-11-01,854
1183,0.0001003429362111829,2020-11-03,3494
1184,0.00037103603041826734,2020-11-03,3492
1185,0.00012372097164180953,2020-11-04,3494
1186,0.000393881610966467,2020-11-04,854
1187,0.00012431302752357354,2020-11-05,3494
1188,0.00018909928302366776,2020-11-06,3348
1189,0.00018759567822155342,2020-11-09,3348
1190,0.0006918883682265863,2020-11-10,3349
1191,0.00010216845535530629,2020-11-16,3494
1192,0.00021053564856420002,2020-11-14,3349
1193,9.101823818414443e-05,2020-11-17,3494
1194,0.0003691881716721408,2020-11-18,854
1195,0.0004943964720323788,2020-11-18,3349
1196,9.766776322844172e-05,2020-11-20,3348
1197,7.686010964115174e-05,2020-11-18,3494
1198,0.0001070080725067009,2020-11-27,3348
1199,6.923019473707156e-05,2020-11-26,3492
1200,0.00034146704634404723,2020-11-30,854
1201,0.000842618612249956,2020-12-01,3349
1202,5.898200132482909e-05,2020-12-02,3494
1203,0.0002849274548208053,2020-12-04,3348
1204,9.990708928337234e-05,2020-12-07,3492
1205,9.602458259571714e-05,2020-12-06,854
1206,0.0002537255580819348,2020-12-09,3348
1207,8.036155857276867e-05,2020-12-12,3492
1208,5.6439823562463586e-05,2020-12-13,3348
1209,0.00038328271432490915,2020-12-17,854
1210,0.00032978873674052343,2020-12-18,854
1211,0.0005398960033784825,2020-12-29,3349
1212,4.4805282096234476e-05,2020-12-24,3348
1213,0.00017701366298953722,2020-12-24,3349
1214,6.537652207966785e-05,2020-12-29,3348
1215,0.00033385418726543316,2021-01-04,3492
1216,0.00011555885014150081,2021-01-02,854
1217,0.0001313353286454224,2020-12-31,854
1218,0.0004125125599715857,2021-01-07,854
1219,0.0007910876304933535,2021-01-07,3492
1220,0.00041586275130955355,2021-01-05,3348
1221,0.0004387942922331656,2021-01-09,3349
1222,0.0003057849174922345,2021-01-08,3348
1223,9.04484049431165e-05,2021-01-10,3492
1224,0.0004560889649182997,2021-01-13,854
1225,0.0004538164772662375,2021-01-11,3492
1226,0.0002475422078167942,2021-01-16,3349
1227,0.00022672562618612083,2021-01-17,3349
1228,5.812596181142176e-05,2021-01-22,3492
1229,2.2431939845508757e-05,2021-01-23,3492
1230,1.0247243358441839e-07,2021-01-25,854
1231,0.0002213159562348286,2021-01-30,3492
1232,0.0005225400860804166,2021-01-30,3348
1233,0.0003072752051255236,2021-01-31,3349
1234,0.00022889784109719972,2021-01-29,854
1235,0.000635562161249308,2021-02-05,3492
1236,0.0008942168015921566,2021-02-05,3349
1237,0.0005741937909854166,2021-02-12,3349
1238,5.59567324905803e-06,2021-02-14,3492
1239,5.9249473274962834e-05,2021-02-19,3492
1240,0.00018782985930157616,2021-02-22,3348
1241,0.0005656401036826051,2021-02-22,3349
1242,0.0005339068991025053,2021-02-24,3349
